id_Producto1,Nombre_producto_1,id_Producto2,Nombre_producto_2,Cantidad_de_repeticiones
39275,Organic Blueberries,20114,Jalapeno Peppers,78
39275,Organic Blueberries,40604,Feta Cheese Crumbles,78
45007,Organic Zucchini,42736,Unsalted Butter,78
22935,Organic Yellow Onion,16185,Sharp Cheddar Cheese,78
22935,Organic Yellow Onion,32655,Organic Large Grade AA Brown Eggs,78
4920,Seedless Red Grapes,10246,Organic Celery Hearts,78
40706,Organic Grape Tomatoes,35221,Lime Sparkling Water,78
40706,Organic Grape Tomatoes,42828,Whipped Cream Cheese,78
8518,Organic Red Onion,35221,Lime Sparkling Water,78
4605,Yellow Onions,49235,Organic Half & Half,78
42265,Organic Baby Carrots,35221,Lime Sparkling Water,78
42265,Organic Baby Carrots,36695,Organic Hothouse Cucumbers,78
31717,Organic Cilantro,15937,Shallot,78
8424,Broccoli Crown,44683,Brussels Sprouts,78
24184,Red Peppers,43768,Organic Bell Pepper,78
28985,Michigan Organic Kale,46802,Pineapple Chunks,78
37067,Organic Banana,18465,Organic Grade A Free Range Large Brown Eggs,78
5077,100% Whole Wheat Bread,27344,Uncured Genoa Salami,78
22035,Organic Whole String Cheese,11520,Large Alfresco Eggs,78
47766,Organic Avocado,32655,Organic Large Grade AA Brown Eggs,77
47209,Organic Hass Avocado,41787,Bartlett Pears,77
16797,Strawberries,11520,Large Alfresco Eggs,77
16797,Strawberries,4562,English Seedless Cucumber,77
27845,Organic Whole Milk,25659,Organic Coconut Milk,77
30391,Organic Cucumber,11182,Baby Spinach,77
30391,Organic Cucumber,5479,Italian Sparkling Mineral Water,77
30391,Organic Cucumber,38456,Large Grapefruit,77
45007,Organic Zucchini,33198,Sparkling Natural Mineral Water,77
45007,Organic Zucchini,5479,Italian Sparkling Mineral Water,77
45007,Organic Zucchini,6046,Boneless Skinless Chicken Breast,77
22935,Organic Yellow Onion,12341,Hass Avocados,77
40706,Organic Grape Tomatoes,3952,Organic Broccoli Crowns,77
8518,Organic Red Onion,890,Organic Diced Tomatoes,77
4605,Yellow Onions,22035,Organic Whole String Cheese,77
4605,Yellow Onions,11520,Large Alfresco Eggs,77
31717,Organic Cilantro,18465,Organic Grade A Free Range Large Brown Eggs,77
31717,Organic Cilantro,46906,Grape White/Green Seedless,77
5876,Organic Lemon,12341,Hass Avocados,77
5876,Organic Lemon,46906,Grape White/Green Seedless,77
28204,Organic Fuji Apple,47144,Unsweetened Original Almond Breeze Almond Milk,77
8424,Broccoli Crown,42736,Unsalted Butter,77
8424,Broccoli Crown,4799,Shredded Parmesan,77
24184,Red Peppers,37067,Organic Banana,77
24184,Red Peppers,31506,Extra Virgin Olive Oil,77
19057,Organic Large Extra Fancy Fuji Apple,11520,Large Alfresco Eggs,77
30489,Original Hummus,34358,Garlic,77
49235,Organic Half & Half,37067,Organic Banana,77
49235,Organic Half & Half,24838,Unsweetened Almondmilk,77
49235,Organic Half & Half,35221,Lime Sparkling Water,77
28985,Michigan Organic Kale,33731,Grated Parmesan,77
17794,Carrots,24838,Unsweetened Almondmilk,77
46667,Organic Ginger Root,35939,Organic Jalapeno Pepper,77
13176,Bag of Organic Bananas,23734,Sour Cream,76
21137,Organic Strawberries,41290,Lemonade,76
47626,Large Lemon,44910,Organic Spring Mix Salad,76
47766,Organic Avocado,48205,Spinach,76
47766,Organic Avocado,30776,Organic Raw Kombucha Gingerade,76
47766,Organic Avocado,18523,Total 2% All Natural Greek Strained Yogurt with Honey,76
39275,Organic Blueberries,19660,Spring Water,76
27845,Organic Whole Milk,24830,Organic Romaine,76
22935,Organic Yellow Onion,42828,Whipped Cream Cheese,76
24964,Organic Garlic,36695,Organic Hothouse Cucumbers,76
4920,Seedless Red Grapes,42828,Whipped Cream Cheese,76
40706,Organic Grape Tomatoes,17948,Frozen Organic Wild Blueberries,76
8518,Organic Red Onion,46906,Grape White/Green Seedless,76
8518,Organic Red Onion,260,Cantaloupe,76
4605,Yellow Onions,35939,Organic Jalapeno Pepper,76
42265,Organic Baby Carrots,42736,Unsalted Butter,76
42265,Organic Baby Carrots,13629,Organic Snipped Green Beans,76
31717,Organic Cilantro,12341,Hass Avocados,76
31717,Organic Cilantro,36695,Organic Hothouse Cucumbers,76
5876,Organic Lemon,35221,Lime Sparkling Water,76
5876,Organic Lemon,32655,Organic Large Grade AA Brown Eggs,76
5876,Organic Lemon,25659,Organic Coconut Milk,76
28204,Organic Fuji Apple,27344,Uncured Genoa Salami,76
8424,Broccoli Crown,37067,Organic Banana,76
24184,Red Peppers,24838,Unsweetened Almondmilk,76
30489,Original Hummus,17948,Frozen Organic Wild Blueberries,76
27104,Fresh Cauliflower,260,Cantaloupe,76
49235,Organic Half & Half,33000,Pure Irish Butter,76
33731,Grated Parmesan,42736,Unsalted Butter,76
27966,Organic Raspberries,41787,Bartlett Pears,75
27966,Organic Raspberries,42342,Roasted Turkey Breast,75
27966,Organic Raspberries,35939,Organic Jalapeno Pepper,75
27845,Organic Whole Milk,5479,Italian Sparkling Mineral Water,75
30391,Organic Cucumber,32655,Organic Large Grade AA Brown Eggs,75
30391,Organic Cucumber,42342,Roasted Turkey Breast,75
8518,Organic Red Onion,27344,Uncured Genoa Salami,75
8518,Organic Red Onion,4562,English Seedless Cucumber,75
4605,Yellow Onions,41787,Bartlett Pears,75
31717,Organic Cilantro,42736,Unsalted Butter,75
5876,Organic Lemon,34969,Red Vine Tomato,75
28204,Organic Fuji Apple,35221,Lime Sparkling Water,75
19057,Organic Large Extra Fancy Fuji Apple,18465,Organic Grade A Free Range Large Brown Eggs,75
27104,Fresh Cauliflower,4799,Shredded Parmesan,75
34126,Organic Italian Parsley Bunch,31506,Extra Virgin Olive Oil,75
34126,Organic Italian Parsley Bunch,18465,Organic Grade A Free Range Large Brown Eggs,75
8277,Apple Honeycrisp Organic,11520,Large Alfresco Eggs,75
28849,No Salt Added Black Beans,42768,Organic Garbanzo Beans,75
16797,Strawberries,38456,Large Grapefruit,74
27966,Organic Raspberries,16185,Sharp Cheddar Cheese,74
39275,Organic Blueberries,11520,Large Alfresco Eggs,74
39275,Organic Blueberries,10246,Organic Celery Hearts,74
27845,Organic Whole Milk,42342,Roasted Turkey Breast,74
45007,Organic Zucchini,3957,100% Raw Coconut Water,74
22935,Organic Yellow Onion,260,Cantaloupe,74
4920,Seedless Red Grapes,47144,Unsweetened Original Almond Breeze Almond Milk,74
4920,Seedless Red Grapes,16185,Sharp Cheddar Cheese,74
4920,Seedless Red Grapes,43122,Organic Bartlett Pear,74
40706,Organic Grape Tomatoes,5479,Italian Sparkling Mineral Water,74
40706,Organic Grape Tomatoes,4562,English Seedless Cucumber,74
4605,Yellow Onions,10246,Organic Celery Hearts,74
31717,Organic Cilantro,4799,Shredded Parmesan,74
5876,Organic Lemon,35939,Organic Jalapeno Pepper,74
28204,Organic Fuji Apple,24838,Unsweetened Almondmilk,74
24184,Red Peppers,5077,100% Whole Wheat Bread,74
19057,Organic Large Extra Fancy Fuji Apple,46906,Grape White/Green Seedless,74
19057,Organic Large Extra Fancy Fuji Apple,34243,Organic Baby Broccoli,74
30489,Original Hummus,46667,Organic Ginger Root,74
28985,Michigan Organic Kale,17948,Frozen Organic Wild Blueberries,74
17794,Carrots,37067,Organic Banana,74
39877,Organic Granny Smith Apple,34969,Red Vine Tomato,74
37067,Organic Banana,46667,Organic Ginger Root,74
8277,Apple Honeycrisp Organic,33731,Grated Parmesan,74
22035,Organic Whole String Cheese,46906,Grape White/Green Seedless,74
20114,Jalapeno Peppers,28849,No Salt Added Black Beans,74
16797,Strawberries,30450,Creamy Almond Butter,73
39275,Organic Blueberries,33000,Pure Irish Butter,73
39275,Organic Blueberries,42768,Organic Garbanzo Beans,73
45007,Organic Zucchini,4562,English Seedless Cucumber,73
24964,Organic Garlic,32655,Organic Large Grade AA Brown Eggs,73
8518,Organic Red Onion,5077,100% Whole Wheat Bread,73
8518,Organic Red Onion,19660,Spring Water,73
8518,Organic Red Onion,32655,Organic Large Grade AA Brown Eggs,73
4605,Yellow Onions,24838,Unsweetened Almondmilk,73
42265,Organic Baby Carrots,42768,Organic Garbanzo Beans,73
5876,Organic Lemon,5077,100% Whole Wheat Bread,73
19057,Organic Large Extra Fancy Fuji Apple,33731,Grated Parmesan,73
37646,Organic Gala Apples,5077,100% Whole Wheat Bread,73
37646,Organic Gala Apples,11520,Large Alfresco Eggs,73
37646,Organic Gala Apples,40604,Feta Cheese Crumbles,73
27104,Fresh Cauliflower,34969,Red Vine Tomato,73
27104,Fresh Cauliflower,14992,Green Beans,73
27104,Fresh Cauliflower,25659,Organic Coconut Milk,73
27104,Fresh Cauliflower,3952,Organic Broccoli Crowns,73
28985,Michigan Organic Kale,42768,Organic Garbanzo Beans,73
28985,Michigan Organic Kale,10246,Organic Celery Hearts,73
44359,Organic Small Bunch Celery,27344,Uncured Genoa Salami,73
49683,Cucumber Kirby,28849,No Salt Added Black Beans,73
34126,Organic Italian Parsley Bunch,34969,Red Vine Tomato,73
39877,Organic Granny Smith Apple,24838,Unsweetened Almondmilk,73
16797,Strawberries,33198,Sparkling Natural Mineral Water,72
27966,Organic Raspberries,28849,No Salt Added Black Beans,72
27966,Organic Raspberries,40310,Oven Roasted Turkey Breast,72
30391,Organic Cucumber,6046,Boneless Skinless Chicken Breast,72
24964,Organic Garlic,3957,100% Raw Coconut Water,72
40706,Organic Grape Tomatoes,10246,Organic Celery Hearts,72
8518,Organic Red Onion,44683,Brussels Sprouts,72
28204,Organic Fuji Apple,18465,Organic Grade A Free Range Large Brown Eggs,72
8424,Broccoli Crown,11520,Large Alfresco Eggs,72
24184,Red Peppers,47144,Unsweetened Original Almond Breeze Almond Milk,72
30489,Original Hummus,42768,Organic Garbanzo Beans,72
49235,Organic Half & Half,34126,Organic Italian Parsley Bunch,72
28985,Michigan Organic Kale,11520,Large Alfresco Eggs,72
44359,Organic Small Bunch Celery,35939,Organic Jalapeno Pepper,72
17794,Carrots,31506,Extra Virgin Olive Oil,72
17794,Carrots,38383,Organic White Onions,72
39877,Organic Granny Smith Apple,18465,Organic Grade A Free Range Large Brown Eggs,72
34969,Red Vine Tomato,31506,Extra Virgin Olive Oil,72
22035,Organic Whole String Cheese,4799,Shredded Parmesan,72
33731,Grated Parmesan,40604,Feta Cheese Crumbles,72
21137,Organic Strawberries,19348,Fat Free Milk,71
21137,Organic Strawberries,43772,Cherubs Heavenly Salad Tomatoes,71
47766,Organic Avocado,44987,Heavy Whipping Cream,71
47209,Organic Hass Avocado,18523,Total 2% All Natural Greek Strained Yogurt with Honey,71
47209,Organic Hass Avocado,21019,Roasted Red Pepper Hummus,71
39275,Organic Blueberries,44683,Brussels Sprouts,71
39275,Organic Blueberries,11182,Baby Spinach,71
39275,Organic Blueberries,30450,Creamy Almond Butter,71
30391,Organic Cucumber,14992,Green Beans,71
30391,Organic Cucumber,25659,Organic Coconut Milk,71
45007,Organic Zucchini,15937,Shallot,71
24964,Organic Garlic,44910,Organic Spring Mix Salad,71
4920,Seedless Red Grapes,13870,Lightly Salted Baked Snap Pea Crisps,71
31717,Organic Cilantro,890,Organic Diced Tomatoes,71
5876,Organic Lemon,4799,Shredded Parmesan,71
8424,Broccoli Crown,19057,Organic Large Extra Fancy Fuji Apple,71
8424,Broccoli Crown,5077,100% Whole Wheat Bread,71
24184,Red Peppers,11520,Large Alfresco Eggs,71
30489,Original Hummus,42736,Unsalted Butter,71
30489,Original Hummus,4799,Shredded Parmesan,71
30489,Original Hummus,16185,Sharp Cheddar Cheese,71
27104,Fresh Cauliflower,31506,Extra Virgin Olive Oil,71
49235,Organic Half & Half,18465,Organic Grade A Free Range Large Brown Eggs,71
28985,Michigan Organic Kale,37067,Organic Banana,71
44359,Organic Small Bunch Celery,34969,Red Vine Tomato,71
17794,Carrots,42768,Organic Garbanzo Beans,71
39877,Organic Granny Smith Apple,10246,Organic Celery Hearts,71
47626,Large Lemon,4210,Whole Milk,70
47209,Organic Hass Avocado,30450,Creamy Almond Butter,70
16797,Strawberries,23734,Sour Cream,70
39275,Organic Blueberries,42828,Whipped Cream Cheese,70
27845,Organic Whole Milk,34243,Organic Baby Broccoli,70
45007,Organic Zucchini,39475,Total Greek Strained Yogurt,70
22935,Organic Yellow Onion,39475,Total Greek Strained Yogurt,70
24964,Organic Garlic,44987,Heavy Whipping Cream,70
4920,Seedless Red Grapes,24838,Unsweetened Almondmilk,70
4920,Seedless Red Grapes,46667,Organic Ginger Root,70
4605,Yellow Onions,39475,Total Greek Strained Yogurt,70
42265,Organic Baby Carrots,41787,Bartlett Pears,70
42265,Organic Baby Carrots,17948,Frozen Organic Wild Blueberries,70
5876,Organic Lemon,11182,Baby Spinach,70
5876,Organic Lemon,5479,Italian Sparkling Mineral Water,70
8424,Broccoli Crown,6046,Boneless Skinless Chicken Breast,70
24184,Red Peppers,42736,Unsalted Butter,70
24184,Red Peppers,14992,Green Beans,70
30489,Original Hummus,32655,Organic Large Grade AA Brown Eggs,70
37646,Organic Gala Apples,8277,Apple Honeycrisp Organic,70
37646,Organic Gala Apples,43768,Organic Bell Pepper,70
27104,Fresh Cauliflower,27344,Uncured Genoa Salami,70
49235,Organic Half & Half,27344,Uncured Genoa Salami,70
28985,Michigan Organic Kale,24489,Organic Whole Strawberries,70
44359,Organic Small Bunch Celery,43122,Organic Bartlett Pear,70
49683,Cucumber Kirby,14992,Green Beans,70
34126,Organic Italian Parsley Bunch,22035,Organic Whole String Cheese,70
39877,Organic Granny Smith Apple,43122,Organic Bartlett Pear,70
24838,Unsweetened Almondmilk,3957,100% Raw Coconut Water,70
22035,Organic Whole String Cheese,35221,Lime Sparkling Water,70
21137,Organic Strawberries,16797,Strawberries,69
16797,Strawberries,46667,Organic Ginger Root,69
16797,Strawberries,10246,Organic Celery Hearts,69
16797,Strawberries,6046,Boneless Skinless Chicken Breast,69
27966,Organic Raspberries,42736,Unsalted Butter,69
27966,Organic Raspberries,43772,Cherubs Heavenly Salad Tomatoes,69
27845,Organic Whole Milk,32655,Organic Large Grade AA Brown Eggs,69
45007,Organic Zucchini,44910,Organic Spring Mix Salad,69
24964,Organic Garlic,42828,Whipped Cream Cheese,69
40706,Organic Grape Tomatoes,35939,Organic Jalapeno Pepper,69
4605,Yellow Onions,19057,Organic Large Extra Fancy Fuji Apple,69
4605,Yellow Onions,34243,Organic Baby Broccoli,69
4605,Yellow Onions,44683,Brussels Sprouts,69
42265,Organic Baby Carrots,19660,Spring Water,69
31717,Organic Cilantro,17948,Frozen Organic Wild Blueberries,69
5876,Organic Lemon,49683,Cucumber Kirby,69
28204,Organic Fuji Apple,34126,Organic Italian Parsley Bunch,69
28204,Organic Fuji Apple,260,Cantaloupe,69
8424,Broccoli Crown,35221,Lime Sparkling Water,69
8424,Broccoli Crown,18465,Organic Grade A Free Range Large Brown Eggs,69
28985,Michigan Organic Kale,47144,Unsweetened Original Almond Breeze Almond Milk,69
34126,Organic Italian Parsley Bunch,4799,Shredded Parmesan,69
12341,Hass Avocados,44683,Brussels Sprouts,69
46667,Organic Ginger Root,17948,Frozen Organic Wild Blueberries,69
27344,Uncured Genoa Salami,42342,Roasted Turkey Breast,69
21137,Organic Strawberries,23288,Distilled Water,68
16797,Strawberries,31683,Original No Pulp 100% Florida Orange Juice,68
16797,Strawberries,18523,Total 2% All Natural Greek Strained Yogurt with Honey,68
39275,Organic Blueberries,14992,Green Beans,68
27845,Organic Whole Milk,46802,Pineapple Chunks,68
27845,Organic Whole Milk,43768,Organic Bell Pepper,68
30391,Organic Cucumber,41787,Bartlett Pears,68
30391,Organic Cucumber,30776,Organic Raw Kombucha Gingerade,68
30391,Organic Cucumber,21019,Roasted Red Pepper Hummus,68
24964,Organic Garlic,14992,Green Beans,68
40706,Organic Grape Tomatoes,19660,Spring Water,68
40706,Organic Grape Tomatoes,44910,Organic Spring Mix Salad,68
40706,Organic Grape Tomatoes,13629,Organic Snipped Green Beans,68
8518,Organic Red Onion,15937,Shallot,68
4605,Yellow Onions,4210,Whole Milk,68
42265,Organic Baby Carrots,43122,Organic Bartlett Pear,68
31717,Organic Cilantro,19660,Spring Water,68
8424,Broccoli Crown,22035,Organic Whole String Cheese,68
8424,Broccoli Crown,24830,Organic Romaine,68
19057,Organic Large Extra Fancy Fuji Apple,3957,100% Raw Coconut Water,68
19057,Organic Large Extra Fancy Fuji Apple,17948,Frozen Organic Wild Blueberries,68
19057,Organic Large Extra Fancy Fuji Apple,43768,Organic Bell Pepper,68
30489,Original Hummus,5479,Italian Sparkling Mineral Water,68
49683,Cucumber Kirby,18465,Organic Grade A Free Range Large Brown Eggs,68
49683,Cucumber Kirby,41787,Bartlett Pears,68
34126,Organic Italian Parsley Bunch,36695,Organic Hothouse Cucumbers,68
8277,Apple Honeycrisp Organic,24838,Unsweetened Almondmilk,68
24838,Unsweetened Almondmilk,33198,Sparkling Natural Mineral Water,68
31506,Extra Virgin Olive Oil,46667,Organic Ginger Root,68
21137,Organic Strawberries,8859,Natural Spring Water,67
47626,Large Lemon,47672,Uncured Hickory Smoked Sunday Bacon,67
47209,Organic Hass Avocado,26620,Peach Pear Flavored Sparkling Water,67
16797,Strawberries,33000,Pure Irish Butter,67
16797,Strawberries,44987,Heavy Whipping Cream,67
39275,Organic Blueberries,4799,Shredded Parmesan,67
27845,Organic Whole Milk,20114,Jalapeno Peppers,67
30391,Organic Cucumber,39475,Total Greek Strained Yogurt,67
45007,Organic Zucchini,46802,Pineapple Chunks,67
22935,Organic Yellow Onion,33198,Sparkling Natural Mineral Water,67
24964,Organic Garlic,16185,Sharp Cheddar Cheese,67
4920,Seedless Red Grapes,6184,Clementines,67
8518,Organic Red Onion,33000,Pure Irish Butter,67
8518,Organic Red Onion,5479,Italian Sparkling Mineral Water,67
42265,Organic Baby Carrots,28849,No Salt Added Black Beans,67
42265,Organic Baby Carrots,46802,Pineapple Chunks,67
42265,Organic Baby Carrots,10246,Organic Celery Hearts,67
8424,Broccoli Crown,40604,Feta Cheese Crumbles,67
24184,Red Peppers,46906,Grape White/Green Seedless,67
24184,Red Peppers,41787,Bartlett Pears,67
24184,Red Peppers,6046,Boneless Skinless Chicken Breast,67
19057,Organic Large Extra Fancy Fuji Apple,42828,Whipped Cream Cheese,67
37646,Organic Gala Apples,17948,Frozen Organic Wild Blueberries,67
37646,Organic Gala Apples,10246,Organic Celery Hearts,67
27104,Fresh Cauliflower,40604,Feta Cheese Crumbles,67
28985,Michigan Organic Kale,46906,Grape White/Green Seedless,67
44359,Organic Small Bunch Celery,25659,Organic Coconut Milk,67
49683,Cucumber Kirby,46906,Grape White/Green Seedless,67
39877,Organic Granny Smith Apple,24489,Organic Whole Strawberries,67
37067,Organic Banana,24838,Unsweetened Almondmilk,67
37067,Organic Banana,24489,Organic Whole Strawberries,67
34358,Garlic,27521,Organic Lacinato (Dinosaur) Kale,67
40604,Feta Cheese Crumbles,4799,Shredded Parmesan,67
47766,Organic Avocado,4210,Whole Milk,66
16797,Strawberries,11182,Baby Spinach,66
27966,Organic Raspberries,38383,Organic White Onions,66
27966,Organic Raspberries,38456,Large Grapefruit,66
39275,Organic Blueberries,35221,Lime Sparkling Water,66
27845,Organic Whole Milk,13629,Organic Snipped Green Beans,66
30391,Organic Cucumber,38383,Organic White Onions,66
45007,Organic Zucchini,42828,Whipped Cream Cheese,66
45007,Organic Zucchini,32655,Organic Large Grade AA Brown Eggs,66
24964,Organic Garlic,33198,Sparkling Natural Mineral Water,66
24964,Organic Garlic,11182,Baby Spinach,66
24964,Organic Garlic,5479,Italian Sparkling Mineral Water,66
4920,Seedless Red Grapes,14992,Green Beans,66
8518,Organic Red Onion,3957,100% Raw Coconut Water,66
8518,Organic Red Onion,46802,Pineapple Chunks,66
8518,Organic Red Onion,39475,Total Greek Strained Yogurt,66
8518,Organic Red Onion,44910,Organic Spring Mix Salad,66
4605,Yellow Onions,24830,Organic Romaine,66
42265,Organic Baby Carrots,47144,Unsweetened Original Almond Breeze Almond Milk,66
42265,Organic Baby Carrots,44683,Brussels Sprouts,66
28204,Organic Fuji Apple,46667,Organic Ginger Root,66
24184,Red Peppers,8277,Apple Honeycrisp Organic,66
24184,Red Peppers,35221,Lime Sparkling Water,66
19057,Organic Large Extra Fancy Fuji Apple,33198,Sparkling Natural Mineral Water,66
27104,Fresh Cauliflower,11182,Baby Spinach,66
49235,Organic Half & Half,28985,Michigan Organic Kale,66
44359,Organic Small Bunch Celery,31506,Extra Virgin Olive Oil,66
44359,Organic Small Bunch Celery,38383,Organic White Onions,66
17794,Carrots,3952,Organic Broccoli Crowns,66
34126,Organic Italian Parsley Bunch,34243,Organic Baby Broccoli,66
34126,Organic Italian Parsley Bunch,15937,Shallot,66
39877,Organic Granny Smith Apple,24830,Organic Romaine,66
37067,Organic Banana,27521,Organic Lacinato (Dinosaur) Kale,66
12341,Hass Avocados,33000,Pure Irish Butter,66
24838,Unsweetened Almondmilk,31506,Extra Virgin Olive Oil,66
24838,Unsweetened Almondmilk,46667,Organic Ginger Root,66
27521,Organic Lacinato (Dinosaur) Kale,24489,Organic Whole Strawberries,66
13176,Bag of Organic Bananas,41290,Lemonade,65
21137,Organic Strawberries,4210,Whole Milk,65
47209,Organic Hass Avocado,40310,Oven Roasted Turkey Breast,65
16797,Strawberries,27521,Organic Lacinato (Dinosaur) Kale,65
39275,Organic Blueberries,5479,Italian Sparkling Mineral Water,65
39275,Organic Blueberries,39475,Total Greek Strained Yogurt,65
27845,Organic Whole Milk,11182,Baby Spinach,65
24964,Organic Garlic,43122,Organic Bartlett Pear,65
40706,Organic Grape Tomatoes,47144,Unsweetened Original Almond Breeze Almond Milk,65
40706,Organic Grape Tomatoes,42342,Roasted Turkey Breast,65
8518,Organic Red Onion,41787,Bartlett Pears,65
8518,Organic Red Onion,43122,Organic Bartlett Pear,65
42265,Organic Baby Carrots,42342,Roasted Turkey Breast,65
31717,Organic Cilantro,3957,100% Raw Coconut Water,65
28204,Organic Fuji Apple,33731,Grated Parmesan,65
8424,Broccoli Crown,8277,Apple Honeycrisp Organic,65
24184,Red Peppers,27344,Uncured Genoa Salami,65
30489,Original Hummus,260,Cantaloupe,65
37646,Organic Gala Apples,33731,Grated Parmesan,65
37646,Organic Gala Apples,34243,Organic Baby Broccoli,65
44359,Organic Small Bunch Celery,17948,Frozen Organic Wild Blueberries,65
17794,Carrots,11520,Large Alfresco Eggs,65
17794,Carrots,35939,Organic Jalapeno Pepper,65
34126,Organic Italian Parsley Bunch,42768,Organic Garbanzo Beans,65
34126,Organic Italian Parsley Bunch,38383,Organic White Onions,65
39877,Organic Granny Smith Apple,27344,Uncured Genoa Salami,65
39877,Organic Granny Smith Apple,17948,Frozen Organic Wild Blueberries,65
5077,100% Whole Wheat Bread,22035,Organic Whole String Cheese,65
8277,Apple Honeycrisp Organic,4799,Shredded Parmesan,65
34969,Red Vine Tomato,40604,Feta Cheese Crumbles,65
34969,Red Vine Tomato,24830,Organic Romaine,65
46667,Organic Ginger Root,11520,Large Alfresco Eggs,65
46667,Organic Ginger Root,34243,Organic Baby Broccoli,65
22035,Organic Whole String Cheese,27521,Organic Lacinato (Dinosaur) Kale,65
34358,Garlic,40604,Feta Cheese Crumbles,65
34358,Garlic,42736,Unsalted Butter,65
33731,Grated Parmesan,42828,Whipped Cream Cheese,65
40604,Feta Cheese Crumbles,28849,No Salt Added Black Beans,65
47626,Large Lemon,21288,Blackberries,64
16797,Strawberries,1940,Organic 2% Reduced Fat Milk,64
16797,Strawberries,41290,Lemonade,64
27966,Organic Raspberries,1940,Organic 2% Reduced Fat Milk,64
39275,Organic Blueberries,27344,Uncured Genoa Salami,64
39275,Organic Blueberries,43122,Organic Bartlett Pear,64
39275,Organic Blueberries,32864,Organic Baby Rainbow Carrots,64
27845,Organic Whole Milk,33198,Sparkling Natural Mineral Water,64
30391,Organic Cucumber,13870,Lightly Salted Baked Snap Pea Crisps,64
22935,Organic Yellow Onion,46906,Grape White/Green Seedless,64
24964,Organic Garlic,5077,100% Whole Wheat Bread,64
4920,Seedless Red Grapes,24830,Organic Romaine,64
4920,Seedless Red Grapes,21288,Blackberries,64
40706,Organic Grape Tomatoes,11182,Baby Spinach,64
8518,Organic Red Onion,42828,Whipped Cream Cheese,64
42265,Organic Baby Carrots,20114,Jalapeno Peppers,64
42265,Organic Baby Carrots,24830,Organic Romaine,64
31717,Organic Cilantro,5077,100% Whole Wheat Bread,64
31717,Organic Cilantro,5479,Italian Sparkling Mineral Water,64
28204,Organic Fuji Apple,37067,Organic Banana,64
28204,Organic Fuji Apple,28849,No Salt Added Black Beans,64
8424,Broccoli Crown,16185,Sharp Cheddar Cheese,64
24184,Red Peppers,43772,Cherubs Heavenly Salad Tomatoes,64
30489,Original Hummus,36695,Organic Hothouse Cucumbers,64
37646,Organic Gala Apples,31506,Extra Virgin Olive Oil,64
49235,Organic Half & Half,1940,Organic 2% Reduced Fat Milk,64
28985,Michigan Organic Kale,4799,Shredded Parmesan,64
44359,Organic Small Bunch Celery,36695,Organic Hothouse Cucumbers,64
34126,Organic Italian Parsley Bunch,37067,Organic Banana,64
34126,Organic Italian Parsley Bunch,35939,Organic Jalapeno Pepper,64
5077,100% Whole Wheat Bread,34969,Red Vine Tomato,64
8277,Apple Honeycrisp Organic,46906,Grape White/Green Seedless,64
8277,Apple Honeycrisp Organic,34243,Organic Baby Broccoli,64
16797,Strawberries,32864,Organic Baby Rainbow Carrots,63
39275,Organic Blueberries,3957,100% Raw Coconut Water,63
39275,Organic Blueberries,46654,Organic Grade A Large Brown Eggs,63
4920,Seedless Red Grapes,19660,Spring Water,63
4920,Seedless Red Grapes,33198,Sparkling Natural Mineral Water,63
40706,Organic Grape Tomatoes,42736,Unsalted Butter,63
40706,Organic Grape Tomatoes,25659,Organic Coconut Milk,63
8518,Organic Red Onion,33198,Sparkling Natural Mineral Water,63
31717,Organic Cilantro,11182,Baby Spinach,63
31717,Organic Cilantro,46802,Pineapple Chunks,63
31717,Organic Cilantro,13629,Organic Snipped Green Beans,63
28204,Organic Fuji Apple,34358,Garlic,63
28204,Organic Fuji Apple,27521,Organic Lacinato (Dinosaur) Kale,63
24184,Red Peppers,49235,Organic Half & Half,63
24184,Red Peppers,18465,Organic Grade A Free Range Large Brown Eggs,63
24184,Red Peppers,33731,Grated Parmesan,63
19057,Organic Large Extra Fancy Fuji Apple,36695,Organic Hothouse Cucumbers,63
27104,Fresh Cauliflower,46906,Grape White/Green Seedless,63
27104,Fresh Cauliflower,28849,No Salt Added Black Beans,63
27104,Fresh Cauliflower,38383,Organic White Onions,63
49235,Organic Half & Half,5077,100% Whole Wheat Bread,63
34126,Organic Italian Parsley Bunch,24830,Organic Romaine,63
8277,Apple Honeycrisp Organic,43768,Organic Bell Pepper,63
24838,Unsweetened Almondmilk,22035,Organic Whole String Cheese,63
31506,Extra Virgin Olive Oil,33731,Grated Parmesan,63
34358,Garlic,28849,No Salt Added Black Beans,63
18465,Organic Grade A Free Range Large Brown Eggs,46906,Grape White/Green Seedless,63
47626,Large Lemon,31683,Original No Pulp 100% Florida Orange Juice,62
47626,Large Lemon,3952,Organic Broccoli Crowns,62
47209,Organic Hass Avocado,4562,English Seedless Cucumber,62
39275,Organic Blueberries,4562,English Seedless Cucumber,62
27845,Organic Whole Milk,13870,Lightly Salted Baked Snap Pea Crisps,62
27845,Organic Whole Milk,44910,Organic Spring Mix Salad,62
40706,Organic Grape Tomatoes,33000,Pure Irish Butter,62
40706,Organic Grape Tomatoes,41787,Bartlett Pears,62
40706,Organic Grape Tomatoes,38456,Large Grapefruit,62
8518,Organic Red Onion,13629,Organic Snipped Green Beans,62
4605,Yellow Onions,37067,Organic Banana,62
4605,Yellow Onions,42701,Organic Sour Cream,62
42265,Organic Baby Carrots,17794,Carrots,62
