{Organic Raspberries, Organic Small Curd Cottage Cheese, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Baby Spinach, Organic Raspberries, Organic Small Curd Cottage Cheese} => {Bag of Organic Bananas}: 0.706
{Organic Strawberries, Organic Whole String Cheese, Organic Greek Whole Milk Blended Vanilla Bean Yogurt} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Cheddar Bunnies Snack Crackers, Organic Cucumber} => {Organic Strawberries}: 0.714
{Organic Strawberries, Cheddar Bunnies Snack Crackers, Organic Cucumber} => {Bag of Organic Bananas}: 0.769
{Organic Strawberries, Organic Hass Avocado, Organic Whole Wheat Bread} => {Bag of Organic Bananas}: 0.812
{Organic Red Potato, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Low Sodium Vegetable Broth, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.833
{Kiwi Sandia Sparkling Water, Passionfruit Sparkling Water, Lemon Sparkling Water} => {Curate Cherry Lime Sparkling Water}: 0.846
{Curate Cherry Lime Sparkling Water, Passionfruit Sparkling Water, Lemon Sparkling Water} => {Blackberry Cucumber Sparkling Water}: 0.714
{Passionfruit Sparkling Water, Lemon Sparkling Water, Blackberry Cucumber Sparkling Water} => {Curate Cherry Lime Sparkling Water}: 0.909
{Kiwi Sandia Sparkling Water, Curate Cherry Lime Sparkling Water, Lemon Sparkling Water} => {Blackberry Cucumber Sparkling Water}: 0.750
{Kiwi Sandia Sparkling Water, Lemon Sparkling Water, Blackberry Cucumber Sparkling Water} => {Curate Cherry Lime Sparkling Water}: 1.000
{Kiwi Sandia Sparkling Water, Curate Cherry Lime Sparkling Water, Grapefruit Sparkling Water} => {Blackberry Cucumber Sparkling Water}: 0.833
{Curate Cherry Lime Sparkling Water, Passionfruit Sparkling Water, Grapefruit Sparkling Water} => {Blackberry Cucumber Sparkling Water}: 0.857
{Curate Cherry Lime Sparkling Water, Blackberry Cucumber Sparkling Water, Grapefruit Sparkling Water} => {Passionfruit Sparkling Water}: 0.750
{Passionfruit Sparkling Water, Blackberry Cucumber Sparkling Water, Grapefruit Sparkling Water} => {Curate Cherry Lime Sparkling Water}: 0.750
{Kiwi Sandia Sparkling Water, Curate Cherry Lime Sparkling Water, Passionfruit Sparkling Water} => {Blackberry Cucumber Sparkling Water}: 0.773
{Curate Cherry Lime Sparkling Water, Passionfruit Sparkling Water, Blackberry Cucumber Sparkling Water} => {Kiwi Sandia Sparkling Water}: 0.773
{Organic Original Hommus, Organic Zucchini, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Medjool Dates, Organic Baby Spinach, Organic Cucumber} => {Bag of Organic Bananas}: 0.733
{Organic Medjool Dates, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Non Fat Acai & Mixed Berries Yogurt, Vanilla Skyr Nonfat Yogurt, "Yogurt} => {Icelandic Style Skyr Blueberry Non-fat Yogurt}: 0.833
{Organic Strawberries, Organic Whole Milk, Cream Cheese Spread} => {Bag of Organic Bananas}: 0.867
{Organic Raspberries, Cream Cheese Spread, Organic Hass Avocado} => {Organic Strawberries}: 0.769
{Organic Baby Spinach, Organic Baby Kale Mix, Organic Garnet Sweet Potato (Yam)} => {Bag of Organic Bananas}: 0.786
{Crackers Cheddar Bunnies Snack Packs, Large Lemon, Organic Avocado} => {Organic Strawberries}: 0.769
{Vanilla Skyr Nonfat Yogurt, Banana, "Yogurt} => {Icelandic Style Skyr Blueberry Non-fat Yogurt}: 0.714
{Organic Chopped Spinach, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 2% All Natural Greek Strained Yogurt with Honey, Total 0% Raspberry Yogurt} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.714
{Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt with Peach} => {Total 2% Greek Strained Yogurt with Cherry 5.3 oz}: 0.769
{Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 0% Raspberry Yogurt, Total 2% Lowfat Greek Strained Yogurt with Peach, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.714
{Total 0% Raspberry Yogurt, Total 2% with Strawberry Lowfat Greek Strained Yogurt, Total 2% Lowfat Greek Strained Yogurt with Peach, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Total 2% Lowfat Greek Strained Yogurt With Blueberry}: 0.714
{Serrano Chile Peppers, Large Lemon, Organic Avocado} => {Limes}: 0.769
{Jalapeno Peppers, Serrano Chile Peppers, Large Lemon} => {Limes}: 0.714
{Organic Baby Spinach, Sweet Potatoes, Large Lemon} => {Organic Avocado}: 0.722
{Organic Large Extra Fancy Fuji Apple, Organic Strawberries, Kids Organic Chocolate Chip ZBars} => {Bag of Organic Bananas}: 0.769
{Bag of Organic Bananas, Organic Cucumber, Kids Organic Chocolate Chip ZBars} => {Organic Strawberries}: 0.714
{Bag of Organic Bananas, Organic Blueberries, Organic Chicken Strips} => {Organic Strawberries}: 0.846
{Organic Strawberries, Organic Blueberries, Organic Chicken Strips} => {Bag of Organic Bananas}: 0.733
{Naturals Chicken Nuggets, Bag of Organic Bananas, Organic Whole String Cheese} => {Organic Strawberries}: 0.714
{Naturals Chicken Nuggets, Organic Baby Spinach, Organic Hass Avocado} => {Organic Strawberries}: 0.714
{Organic Lemon, Organic Raspberries, Organic Roasted Sliced Chicken Breast} => {Bag of Organic Bananas}: 0.833
{Bag of Organic Bananas, Organic Raspberries, YoKids Blueberry & Strawberry/Vanilla Yogurt} => {Organic Strawberries}: 0.737
{Bag of Organic Bananas, Organic Raspberries, Organic Strawberry Fruit Spread} => {Organic Strawberries}: 0.917
{Kiwi Sandia Sparkling Water, Sparkling Water Berry, Sparkling Lemon Water} => {Sparkling Water Grapefruit}: 0.833
{Kiwi Sandia Sparkling Water, Sparkling Water Berry, Peach Pear Flavored Sparkling Water} => {Sparkling Water Grapefruit}: 0.765
{Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Blackberry Cucumber Sparkling Water, Sparkling Water Grapefruit} => {Kiwi Sandia Sparkling Water}: 0.833
{Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Blackberry Cucumber Sparkling Water} => {Sparkling Lemon Water}: 0.800
{Kiwi Sandia Sparkling Water, Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.800
{Kiwi Sandia Sparkling Water, Sparkling Lemon Water, Lime Sparkling Water, Blackberry Cucumber Sparkling Water} => {Sparkling Water Grapefruit}: 0.867
{Kiwi Sandia Sparkling Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Blackberry Cucumber Sparkling Water} => {Sparkling Water Grapefruit}: 0.714
{Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Blackberry Cucumber Sparkling Water} => {Kiwi Sandia Sparkling Water}: 0.917
{Kiwi Sandia Sparkling Water, Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Sparkling Water Grapefruit} => {Lime Sparkling Water}: 0.800
{Kiwi Sandia Sparkling Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Sparkling Water Grapefruit} => {Blackberry Cucumber Sparkling Water}: 0.714
{Sparkling Lemon Water, Lime Sparkling Water, Blackberry Cucumber Sparkling Water} => {Sparkling Water Grapefruit}: 0.842
{Kiwi Sandia Sparkling Water, Sparkling Lemon Water, Blackberry Cucumber Sparkling Water, Sparkling Water Grapefruit} => {Lime Sparkling Water}: 0.812
{Kiwi Sandia Sparkling Water, Lime Sparkling Water, Blackberry Cucumber Sparkling Water, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 0.867
{Sparkling Lemon Water, Lime Sparkling Water, Blackberry Cucumber Sparkling Water, Sparkling Water Grapefruit} => {Kiwi Sandia Sparkling Water}: 0.812
{Sparkling Lemon Water, Blackberry Cucumber Sparkling Water, Sparkling Water Grapefruit} => {Lime Sparkling Water}: 0.727
{Kiwi Sandia Sparkling Water, Sparkling Lemon Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.769
{Kiwi Sandia Sparkling Water, Lime Sparkling Water, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 0.714
{Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Blackberry Cucumber Sparkling Water, Sparkling Water Grapefruit} => {Kiwi Sandia Sparkling Water}: 1.000
{Organic Bunny Fruit Snacks Berry Patch, Organic Raspberries, Organic Hass Avocado} => {Organic Strawberries}: 0.714
{Organic Whole Cashews, Organic Grape Tomatoes, Organic Hass Avocado} => {Bag of Organic Bananas}: 1.000
{Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Passionfruit Sparkling Water} => {Sparkling Water Grapefruit}: 0.909
{Sparkling Lemon Water, Passionfruit Sparkling Water, Cran Raspberry Sparkling Water} => {Sparkling Water Grapefruit}: 1.000
{Sparkling Lemon Water, Passionfruit Sparkling Water, Orange Sparkling Water} => {Sparkling Water Grapefruit}: 1.000
{Sparkling Lemon Water, Passionfruit Sparkling Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.842
{Sparkling Lemon Water, Passionfruit Sparkling Water, Sparkling Water Grapefruit} => {Lime Sparkling Water}: 0.727
{Passionfruit Sparkling Water, Cran Raspberry Sparkling Water, Orange Sparkling Water} => {Sparkling Water Grapefruit}: 0.800
{Passionfruit Sparkling Water, Lime Sparkling Water, Orange Sparkling Water} => {Sparkling Water Grapefruit}: 0.923
{Organic Chicken & Apple Sausage, Organic Strawberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.800
{Organic Chicken & Apple Sausage, Organic Large Extra Fancy Fuji Apple, Organic Hass Avocado} => {Organic Strawberries}: 0.786
{Organic Chicken & Apple Sausage, Organic Strawberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.714
{Organic Orange Bell Pepper, Organic Lemon, Organic Navel Orange} => {Bag of Organic Bananas}: 0.833
{Organic Orange Bell Pepper, Organic Navel Orange, Organic Raspberries} => {Bag of Organic Bananas}: 0.846
{Organic Orange Bell Pepper, Organic Navel Orange, Organic Strawberries} => {Bag of Organic Bananas}: 0.846
{Organic Orange Bell Pepper, Organic D'Anjou Pears, Organic Hass Avocado} => {Organic Strawberries}: 0.786
{Organic Orange Bell Pepper, Bag of Organic Bananas, Organic D'Anjou Pears} => {Organic Strawberries}: 0.706
{Organic Orange Bell Pepper, Bag of Organic Bananas, Asparagus} => {Organic Strawberries}: 0.733
{Organic Orange Bell Pepper, Organic Strawberries, Asparagus} => {Bag of Organic Bananas}: 0.733
{Organic Orange Bell Pepper, Organic Strawberries, Fresh Cauliflower} => {Bag of Organic Bananas}: 0.714
{Organic Orange Bell Pepper, Organic Large Extra Fancy Fuji Apple, Organic Raspberries} => {Organic Strawberries}: 0.714
{Organic Orange Bell Pepper, Organic Lemon, Organic Strawberries} => {Bag of Organic Bananas}: 0.850
{Organic Orange Bell Pepper, Organic Strawberries, Organic Garlic} => {Bag of Organic Bananas}: 0.857
{Organic Orange Bell Pepper, Organic Yellow Onion, Organic Raspberries} => {Bag of Organic Bananas}: 0.786
{Banana, Honeycrisp Apple, Mandarin Oranges} => {Organic Avocado}: 0.714
{Honeycrisp Apple, Mandarin Oranges, Organic Avocado} => {Banana}: 0.833
{Pure Sparkling Water, Sparkling Lemon Water, Cran Raspberry Sparkling Water} => {Sparkling Water Grapefruit}: 0.857
{Pure Sparkling Water, Sparkling Water Grapefruit, Cran Raspberry Sparkling Water} => {Sparkling Lemon Water}: 0.857
{Sparkling Water Berry, Peach Pear Flavored Sparkling Water, Cran Raspberry Sparkling Water} => {Sparkling Water Grapefruit}: 0.889
{Sparkling Water Berry, Sparkling Water Grapefruit, Cran Raspberry Sparkling Water} => {Peach Pear Flavored Sparkling Water}: 0.762
{Sparkling Lemon Water, Lime Sparkling Water, Cran Raspberry Sparkling Water, Orange Sparkling Water} => {Sparkling Water Grapefruit}: 0.917
{Lime Sparkling Water, Sparkling Water Grapefruit, Cran Raspberry Sparkling Water, Orange Sparkling Water} => {Sparkling Lemon Water}: 0.846
{Sparkling Lemon Water, Cran Raspberry Sparkling Water, Orange Sparkling Water} => {Sparkling Water Grapefruit}: 0.842
{Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Cran Raspberry Sparkling Water} => {Sparkling Water Grapefruit}: 0.917
{Sparkling Lemon Water, Lime Sparkling Water, Cran Raspberry Sparkling Water} => {Sparkling Water Grapefruit}: 0.800
{Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Cran Raspberry Sparkling Water} => {Sparkling Water Grapefruit}: 0.773
{Boneless Skinless Chicken Breasts, Marinara Pasta Sauce, Large Lemon} => {Banana}: 0.786
{Organic Thompson Seedless Raisins, Organic Navel Orange, Organic Raspberries} => {Bag of Organic Bananas}: 0.909
{Organic Thompson Seedless Raisins, Organic Strawberries, Organic Kiwi} => {Bag of Organic Bananas}: 0.769
{Organic Thompson Seedless Raisins, Organic D'Anjou Pears, Organic Raspberries} => {Bag of Organic Bananas}: 0.833
{Organic Thompson Seedless Raisins, Organic Yellow Onion, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Thompson Seedless Raisins, Organic Garlic, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Thompson Seedless Raisins, Organic Strawberries, Organic Baby Spinach} => {Bag of Organic Bananas}: 0.714
{Sparkling Water Berry, Peach Pear Flavored Sparkling Water, Blackberry Cucumber Sparkling Water} => {Sparkling Water Grapefruit}: 0.786
{Sparkling Water Berry, Blackberry Cucumber Sparkling Water, Sparkling Water Grapefruit} => {Peach Pear Flavored Sparkling Water}: 0.786
{Bag of Organic Bananas, Organic Strawberries, Organic Plain Greek Whole Milk Yogurt, Organic Raspberries} => {Organic Hass Avocado}: 0.714
{Organic Plain Greek Whole Milk Yogurt, Organic Whole Milk, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Strawberries, Organic Plain Greek Whole Milk Yogurt, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.742
{Bag of Organic Bananas, Organic Whole Milk with DHA Omega-3, Organic Raspberries} => {Organic Strawberries}: 0.765
{Organic Strawberries, Organic Cheese Frozen Pizza, Organic Grape Tomatoes} => {Bag of Organic Bananas}: 0.769
{Organic Large Extra Fancy Fuji Apple, Organic Cheese Frozen Pizza, Organic Raspberries} => {Bag of Organic Bananas}: 0.857
{Organic Large Extra Fancy Fuji Apple, Organic Cheese Frozen Pizza, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Strawberries, Organic Cheese Frozen Pizza, Organic Cucumber} => {Bag of Organic Bananas}: 0.765
{Organic Cheese Frozen Pizza, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.722
{Grade A Large Eggs Cage Free Omega 3, Limes, Organic Avocado} => {Large Lemon}: 0.733
{Grade A Large Eggs Cage Free Omega 3, Strawberries, Honeycrisp Apple} => {Banana}: 0.812
{Mini Original Babybel Cheese, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.800
{Mini Original Babybel Cheese, Organic Strawberries, Organic Raspberries} => {Bag of Organic Bananas}: 0.731
{Organic Strawberries, Organic Raspberries, Chicken & Maple Breakfast Sausage} => {Bag of Organic Bananas}: 0.750
{Organic Baby Spinach, Organic Whole String Cheese, "Milk} => {Bag of Organic Bananas}: 0.833
{Organic Strawberries, Organic Whole String Cheese, "Milk} => {Bag of Organic Bananas}: 0.714
{Organic Baby Spinach, "Milk, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Organic Raspberries, "Milk, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.833
{Italian Extra Virgin Olive Oil, Limes, Organic Avocado} => {Large Lemon}: 0.722
{Organic Strawberries, Organic Tomato Sauce, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Garlic, Organic Raspberries, Organic Red Cabbage} => {Organic Strawberries}: 0.714
{Organic Red Onion, Organic Raspberries, Organic Red Cabbage} => {Organic Strawberries}: 0.733
{Organic Raspberries, Organic Hass Avocado, Organic Red Cabbage} => {Bag of Organic Bananas}: 0.750
{Bag of Organic Bananas, Organic Green Seedless Grapes, Organic Blueberries} => {Organic Strawberries}: 0.714
{Blackberries, Sweet Kale Salad Mix, Organic Blueberries} => {Raspberries}: 0.857
{Organic Shredded Mozzarella, Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Organic Shredded Mozzarella, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Organic Shredded Mozzarella, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.810
{Organic Green Leaf Lettuce, Organic Baby Spinach, Organic Cucumber} => {Organic Strawberries}: 0.769
{Corn Tortillas, Red Peppers, Limes} => {Organic Avocado}: 0.786
{Corn Tortillas, Green Bell Pepper, Organic Avocado} => {Limes}: 0.733
{Organic Red Bell Pepper, Organic Ketchup, Organic Strawberries} => {Bag of Organic Bananas}: 0.714
{Organic Ketchup, Organic Strawberries, Organic Zucchini} => {Bag of Organic Bananas}: 0.857
{Organic Lemon, Organic Raspberries, Blood Oranges} => {Bag of Organic Bananas}: 0.769
{Organic Raspberries, Blood Oranges, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Large Brown Eggs, Banana, Honeycrisp Apple} => {Organic Avocado}: 0.786
{Organic Large Brown Eggs, Banana, Organic Garnet Sweet Potato (Yam)} => {Organic Avocado}: 0.706
{Organic Large Brown Eggs, Organic Strawberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Lemon, Lemon Hummus, Organic Raspberries} => {Bag of Organic Bananas}: 0.909
{Lemon Hummus, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Strawberries, Organic Romaine Hearts, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{European Cucumber, Yellow Onions, Large Lemon} => {Banana}: 0.714
{Organic Lemon, Organic Dill, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Navel Orange, Organic Raspberries, Organic Bunch Beets} => {Bag of Organic Bananas}: 0.714
{Organic Raspberries, Organic Blueberries, Organic Bunch Beets} => {Organic Strawberries}: 0.769
{Organic Raspberries, Organic Granny Smith Apple, Organic Bunch Beets} => {Organic Strawberries}: 0.714
{Organic Raspberries, Organic Hass Avocado, Organic Bunch Beets} => {Bag of Organic Bananas}: 0.706
{Organic Yellow Onion, Organic Cucumber, Organic Bunch Beets} => {Organic Hass Avocado}: 0.778
{85% Lean Ground Beef, Organic Grape Tomatoes, Large Lemon} => {Banana}: 0.714
{85% Lean Ground Beef, Asparagus, Large Lemon} => {Banana}: 0.812
{Organic Yellow Onion, Super Greens Salad, Organic Ginger Root} => {Organic Garlic}: 0.769
{Banana, Trilogy Kombucha Drink, Organic Avocado} => {Large Lemon}: 0.733
{Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 2% Lowfat Greek Strained Yogurt with Peach, Sparkling Water Grapefruit} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.714
{Total 2% All Natural Greek Strained Yogurt with Honey, Banana, Total 2% with Strawberry Lowfat Greek Strained Yogurt, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Total 2% Lowfat Greek Strained Yogurt with Peach}: 0.714
{Total 2% All Natural Greek Strained Yogurt with Honey, Banana, Total 2% Lowfat Greek Strained Yogurt with Peach, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.909
{Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 2% All Natural Greek Strained Yogurt with Honey, Total 2% with Strawberry Lowfat Greek Strained Yogurt, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Total 2% Lowfat Greek Strained Yogurt with Peach}: 0.750
{Total 2% Lowfat Greek Strained Yogurt With Blueberry, Total 2% All Natural Greek Strained Yogurt with Honey, Total 2% Lowfat Greek Strained Yogurt with Peach, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.833
{Total 2% All Natural Greek Strained Yogurt with Honey, Total 2% Lowfat Greek Strained Yogurt with Peach, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.714
{Banana, Limes, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Large Lemon}: 0.714
{Organic AppleApple, Organic Raspberries, Organic Cucumber} => {Bag of Organic Bananas}: 0.706
{Organic AppleApple, Organic Whole Milk, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.714
{Sparkling Water Berry, Sparkling Lemon Water, Orange Sparkling Water} => {Sparkling Water Grapefruit}: 0.750
{Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Orange Sparkling Water} => {Sparkling Water Grapefruit}: 0.933
{Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Sparkling Water Grapefruit, Orange Sparkling Water} => {Lime Sparkling Water}: 0.737
{Peach Pear Flavored Sparkling Water, Lime Sparkling Water, Sparkling Water Grapefruit, Orange Sparkling Water} => {Sparkling Lemon Water}: 0.933
{Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Orange Sparkling Water} => {Sparkling Water Grapefruit}: 0.864
{Peach Pear Flavored Sparkling Water, Sparkling Water Grapefruit, Orange Sparkling Water} => {Sparkling Lemon Water}: 0.792
{"Dressing, Banana, Organic Whole Milk} => {Large Lemon}: 0.786
{Organic Strawberries, Organic Granny Smith Apple, Globe Eggplant} => {Organic Zucchini}: 0.733
{Organic Lemon, Organic Strawberries, Globe Eggplant} => {Bag of Organic Bananas}: 0.778
{Organic Red Bell Pepper, Organic Baby Spinach, Globe Eggplant} => {Organic Zucchini}: 0.714
{Organic Red Bell Pepper, Organic Raspberries, Globe Eggplant} => {Bag of Organic Bananas}: 0.765
{Organic Strawberries, Asparagus, Globe Eggplant} => {Organic Zucchini}: 0.733
{Carrots, Organic Thyme, Large Lemon} => {Yellow Onions}: 0.714
{Bag of Organic Bananas, Organic D'Anjou Pears, Organic Mexican Blend Finely Shredded Cheese} => {Organic Strawberries}: 0.714
{Organic Lemon, Organic Mexican Blend Finely Shredded Cheese, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic Strawberries, Original Veggie Straws, Honeycrisp Apple} => {Banana}: 0.722
{Celery Hearts, Organic Strawberries, Organic Cilantro} => {Bag of Organic Bananas}: 0.733
{Celery Hearts, Organic Yellow Onion, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.786
{Celery Hearts, Organic Strawberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.778
{Celery Hearts, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.824
{Bag of Organic Bananas, Organic Blueberries, 2% Reduced Fat Organic Milk} => {Organic Strawberries}: 0.769
{Apple Honeycrisp Organic, Organic Strawberries, Organic Yellow Peaches} => {Bag of Organic Bananas}: 0.765
{Organic Broccoli, Organic Yellow Peaches, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Yellow Peaches, Organic Tomato Cluster, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.733
{Organic Cucumber, Organic Yellow Peaches, Organic Small Bunch Celery} => {Bag of Organic Bananas}: 0.714
{Organic Large Extra Fancy Fuji Apple, Organic Yellow Peaches, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.800
{Organic Lemon, Organic Yellow Onion, Organic Yellow Peaches} => {Organic Hass Avocado}: 0.846
{Organic Lemon, Organic Cucumber, Organic Yellow Peaches} => {Bag of Organic Bananas}: 0.812
{Organic Lemon, Bag of Organic Bananas, Organic Strawberries, Organic Yellow Peaches} => {Organic Hass Avocado}: 0.833
{Organic Lemon, Bag of Organic Bananas, Organic Yellow Peaches, Organic Hass Avocado} => {Organic Strawberries}: 0.769
{Organic Lemon, Organic Strawberries, Organic Yellow Peaches, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.909
{Organic Raspberries, Organic Yellow Peaches, Organic Zucchini} => {Bag of Organic Bananas}: 0.714
{Organic Strawberries, Organic D'Anjou Pears, Organic Yellow Peaches, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic Strawberries, Organic Cucumber, Organic Yellow Peaches, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Strawberries, Organic Raspberries, Organic Yellow Peaches, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.706
{Organic American Cheese Singles, Organic Cucumber, Organic Blueberries} => {Organic Strawberries}: 0.833
{Organic American Cheese Singles, Organic Cucumber, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.769
{Organic American Cheese Singles, Organic Raspberries, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.846
{Seedless Red Grapes, Bag of Organic Bananas, Organic Yams} => {Organic Strawberries}: 0.714
{Seedless Red Grapes, Organic Yams, Organic Strawberries} => {Bag of Organic Bananas}: 0.769
{Organic Yams, Organic Strawberries, Organic Zucchini} => {Bag of Organic Bananas}: 0.833
{Organic Strawberries, Organic Kiwi, Organic Bosc Pear} => {Bag of Organic Bananas}: 0.722
{Organic Strawberries, Organic Bosc Pear, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.743
{Organic Strawberries, Sea Salt Pita Chips, Organic Hass Avocado} => {Bag of Organic Bananas}: 0.750
{Organic Tomato Paste, Organic Strawberries, Organic Cilantro} => {Organic Baby Spinach}: 0.769
{Strawberries, Limes, Vine Ripe Tomatoes} => {Banana}: 1.000
{Pure Sparkling Water, Sparkling Water Berry, Sparkling Lemon Water, Peach Pear Flavored Sparkling Water} => {Sparkling Water Grapefruit}: 0.917
{Pure Sparkling Water, Sparkling Water Berry, Sparkling Lemon Water} => {Sparkling Water Grapefruit}: 0.833
{Pure Sparkling Water, Sparkling Water Berry, Sparkling Lemon Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.933
{Pure Sparkling Water, Sparkling Water Berry, Sparkling Lemon Water, Sparkling Water Grapefruit} => {Lime Sparkling Water}: 0.700
{Pure Sparkling Water, Sparkling Water Berry, Lime Sparkling Water, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 0.778
{Sparkling Water Berry, Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.870
{Sparkling Water Berry, Sparkling Lemon Water, Peach Pear Flavored Sparkling Water, Sparkling Water Grapefruit} => {Lime Sparkling Water}: 0.741
{Sparkling Water Berry, Peach Pear Flavored Sparkling Water, Lime Sparkling Water} => {Sparkling Water Grapefruit}: 0.714
{Bag of Organic Bananas, Organic Large Green Asparagus, Organic Unsweetened Almond Milk} => {Organic Hass Avocado}: 0.833
{Organic Baby Spinach, Organic D'Anjou Pears, Organic Large Green Asparagus} => {Bag of Organic Bananas}: 0.733
{Organic Navel Orange, Organic Large Green Asparagus, Organic Raspberries} => {Bag of Organic Bananas}: 0.733
{Organic Navel Orange, Organic Strawberries, Organic Large Green Asparagus} => {Bag of Organic Bananas}: 0.765
{Organic Strawberries, Organic Large Green Asparagus, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.875
{Organic Baby Spinach, Organic Large Green Asparagus, Organic Kiwi} => {Bag of Organic Bananas}: 0.765
