{Oh My Yog! Madagascar Vanilla Trilayer Yogyurt, Oh My Yog! Pacific Coast Strawberry Trilayer Yogurt} => {Oh My Yog! Organic Wild Quebec Blueberry Cream Top Yogurt & Fruit}: 1.000
{Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars, Oats & Honey Gluten Free Granola} => {Gluten Free Dark Chocolate Chunk Chewy with a Crunch Granola Bars}: 0.818
{Blueberry Muffin Bar, Lemon Fruit & Nut Food Bar} => {Apple Pie Fruit & Nut Food Bar}: 0.818
{Lemon Fruit & Nut Food Bar, Peanut Butter Chocolate Chip Fruit & Nut Food Bar} => {Cherry Pie Fruit & Nut Bar}: 0.818
{Cran-Raspberry Flavored Sparkling Water, Kiwi Sandia Sparkling Water} => {Passionfruit Sparkling Water}: 0.818
{Organic Mandarins, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Mango Yoghurt, Strawberry Rhubarb Yoghurt} => {Blueberry Yoghurt}: 0.818
{Cherry Pomegranate Greek Yogurt, Total 0% Raspberry Yogurt} => {Fat Free Strawberry Yogurt}: 0.818
{Coconut Flavored Sparkling Water, Sparkling Lemon Water} => {Lime Sparkling Water}: 0.818
{Bag of Organic Bananas, Mexican Finely Shredded Cheese} => {Organic Strawberries}: 0.818
{All Natural Apricot Sparkling Water, Peach Pear Flavored Sparkling Water} => {Sparkling Water Grapefruit}: 0.818
{"Yogurt, Bag of Organic Bananas} => {Organic Strawberries}: 0.818
{Organic Large Extra Fancy Fuji Apple, Organic YoKids Very Berry Smoothies} => {Bag of Organic Bananas}: 0.818
{Organic Red Grapes, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Red Bell Pepper} => {Organic Strawberries}: 0.818
{Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Strawberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.818
{Kiwi Sandia Sparkling Water, Lime Sparkling Water, Sparkling Lemon Water} => {Sparkling Water Grapefruit}: 0.818
{Kiwi Sandia Sparkling Water, Lime Sparkling Water, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 0.818
{Organic Lemon, Organic Mango Chunks} => {Bag of Organic Bananas}: 0.818
{Organic Mango Chunks, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Homestyle Waffles} => {Organic Strawberries}: 0.818
{Roasted Turkey, Seedless Red Grapes} => {Organic Avocado}: 0.818
{Organic Sea Salt Roasted Seaweed Snacks, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Kiwi, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Emmentaler Swiss Slices, Organic Raspberries} => {Bag of Organic Bananas}: 0.818
{Organic Garlic, Organic Lemon} => {Bag of Organic Bananas}: 0.818
{Organic Large Extra Fancy Fuji Apple, Organic Original Hommus} => {Bag of Organic Bananas}: 0.818
{Limes, Organic Baby Spinach} => {Organic Avocado}: 0.818
{Dairy Free Unsweetened Coconut Milk, Limes} => {Organic Baby Spinach}: 0.818
{Organic Medjool Dates, Organic Unsweetened Almond Milk} => {Bag of Organic Bananas}: 0.818
{Banana, Non Fat Acai & Mixed Berries Yogurt, Vanilla Skyr Nonfat Yogurt} => {Icelandic Style Skyr Blueberry Non-fat Yogurt}: 0.818
{Organic Cucumber, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Natural Artisan Water, Organic Raspberries} => {Bag of Organic Bananas}: 0.818
{"Organic Butterhead (Boston, Organic Lemon} => {Bag of Organic Bananas}: 0.818
{Banana, Fresh Mozzarella Ball} => {Limes}: 0.818
{Medium Cheddar Cheese Block, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Kiwi Sandia Sparkling Water, Lime Sparkling Water, Peach Pear Flavored Sparkling Water, Sparkling Lemon Water} => {Sparkling Water Grapefruit}: 0.818
{Organic Raspberries, Organic Spinach Bunch} => {Bag of Organic Bananas}: 0.818
{Organic Lemon, Organic Whole Grassmilk Milk} => {Bag of Organic Bananas}: 0.818
{Passionfruit Sparkling Water, Peach Pear Flavored Sparkling Water} => {Sparkling Water Grapefruit}: 0.818
{Passionfruit Sparkling Water, Sparkling Lemon Water} => {Sparkling Water Grapefruit}: 0.818
{Passionfruit Sparkling Water, Sparkling Lemon Water, Sparkling Water Grapefruit} => {Orange Sparkling Water}: 0.818
{Passionfruit Sparkling Water, Sparkling Lemon Water, Sparkling Water Grapefruit} => {Lime Sparkling Water}: 0.818
{Bag of Organic Bananas, Organic Lemon, Organic Orange Bell Pepper} => {Organic Strawberries}: 0.818
{Cran Raspberry Sparkling Water, Peach Pear Flavored Sparkling Water, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 0.818
{Organic Baby Spinach, Rainbow Bell Peppers} => {Bag of Organic Bananas}: 0.818
{Organic Strawberries, Tomato Sauce} => {Banana}: 0.818
{Italian Extra Virgin Olive Oil, Organic Zucchini} => {Organic Garlic}: 0.818
{Organic Cucumber, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Large Lemon, Organic Raspberries} => {Organic Strawberries}: 0.818
{Organic Large Extra Fancy Fuji Apple, Organic Shredded Mozzarella} => {Bag of Organic Bananas}: 0.818
{Organic Red Onion, Organic Shredded Mozzarella} => {Bag of Organic Bananas}: 0.818
{Lemon Hummus, Organic Zucchini} => {Bag of Organic Bananas}: 0.818
{Organic Strawberries, Organic Whole Milk} => {Bag of Organic Bananas}: 0.818
{Total 2% All Natural Greek Strained Yogurt with Honey, Total 2% Lowfat Greek Strained Yogurt With Blueberry} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.818
{Bag of Organic Bananas, Organic Raspberries, Super Greens Salad} => {Organic Strawberries}: 0.818
{"Clementines, Total 2% Lowfat Greek Strained Yogurt With Blueberry} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.818
{Organic AppleApple, Organic Large Extra Fancy Fuji Apple} => {Organic Raspberries}: 0.818
{Peach Pear Flavored Sparkling Water, Sparkling Water Berry, Sparkling Water Grapefruit} => {Sparkling Lemon Water}: 0.818
{Apple Honeycrisp Organic, Bag of Organic Bananas} => {Organic Zucchini}: 0.818
{Bag of Organic Bananas, Organic Leek} => {Organic Zucchini}: 0.818
{Limes, Organic Whole Milk} => {Large Lemon}: 0.818
{Organic Garlic, Organic Whole Milk} => {Organic Zucchini}: 0.818
{Fresh Cauliflower, Organic Baby Spinach, Organic Strawberries} => {Organic Zucchini}: 0.818
{Organic Large Extra Fancy Fuji Apple, Original Veggie Straws} => {Bag of Organic Bananas}: 0.818
{Celery Hearts, Organic Baby Spinach} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Baby Spinach, Organic Cucumber} => {Organic Hass Avocado}: 0.818
{Organic Cucumber, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic American Cheese Singles, Organic D'Anjou Pears} => {Bag of Organic Bananas}: 0.818
{Organic American Cheese Singles, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Baby Spinach Salad, Organic Navel Orange} => {Bag of Organic Bananas}: 0.818
{Organic Lacinato (Dinosaur) Kale, Organic Large Green Asparagus} => {Bag of Organic Bananas}: 0.818
{Organic Lemon, Organic Navel Orange} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Large Extra Fancy Fuji Apple, Organic Large Green Asparagus} => {Organic Strawberries}: 0.818
{Organic Large Green Asparagus, Organic Lemon, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Baby Spinach, Organic Cucumber, Organic Large Green Asparagus} => {Bag of Organic Bananas}: 0.818
{Organic Cripps Pink Apples, Seedless Red Grapes} => {Bag of Organic Bananas}: 0.818
{Bunched Cilantro, Unsalted Pure Irish Butter} => {Limes}: 0.818
{Organic Raspberries, Sourdough Bread} => {Organic Strawberries}: 0.818
{Organic Frozen Peas, Organic Yellow Onion} => {Organic Baby Spinach}: 0.818
{Bag of Organic Bananas, Organic Red Bell Pepper} => {Organic Strawberries}: 0.818
{Organic Raspberries, Organic Snipped Green Beans, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Navel Orange, Organic Snipped Green Beans} => {Bag of Organic Bananas}: 0.818
{Banana, Limes, Medium Navel Orange} => {Large Lemon}: 0.818
{Organic Broccoli Crowns, Organic Navel Orange} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Baby Spinach, Organic Broccoli Crowns} => {Organic Strawberries}: 0.818
{Organic Garlic, Organic Milk} => {Bag of Organic Bananas}: 0.818
{Limes, Organic Hothouse Cucumbers} => {Bag of Organic Bananas}: 0.818
{Organic Bread with 21 Whole Grains, Organic Large Brown Grade AA Cage Free Eggs} => {Bag of Organic Bananas}: 0.818
{Organic Kiwi, Organic Red Bell Pepper} => {Bag of Organic Bananas}: 0.818
{Organic Large Grade AA Brown Eggs, Organic Raspberries} => {Organic Strawberries}: 0.818
{Banana, Organic Cucumber, Pineapple Chunks} => {Organic Baby Spinach}: 0.818
{Organic Raspberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.818
{Organic Broccoli, Organic Lemon} => {Bag of Organic Bananas}: 0.818
{Organic Cucumber, Organic Grape Tomatoes, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Red Peppers, Yellow Bell Pepper} => {Banana}: 0.818
{Red Peppers, Yellow Bell Pepper} => {Banana}: 0.818
{100% Whole Wheat Bread, Organic Russet Potato} => {Bag of Organic Bananas}: 0.818
{Banana, Bunched Cilantro, No Salt Added Black Beans} => {Limes}: 0.818
{No Salt Added Black Beans, Organic Cilantro} => {Organic Red Onion}: 0.818
{100% Raw Coconut Water, Organic Baby Broccoli} => {Organic Strawberries}: 0.818
{100% Raw Coconut Water, Bag of Organic Bananas, Organic Strawberries} => {Organic Baby Spinach}: 0.818
{Organic Granny Smith Apple, Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Large Extra Fancy Fuji Apple, Organic Spring Mix, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{"Clementines, Limes} => {Banana}: 0.818
{Banana, Organic Grape Tomatoes, Organic Strawberries} => {Organic Avocado}: 0.818
{Bag of Organic Bananas, Organic Raspberries, Seedless Red Grapes} => {Organic Strawberries}: 0.818
{Organic Lemon, Organic Reduced Fat 2% Milk, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Black Beans, Organic Large Extra Fancy Fuji Apple} => {Bag of Organic Bananas}: 0.818
{Organic Black Beans, Organic Kiwi} => {Bag of Organic Bananas}: 0.818
{Carrots, Organic Black Beans} => {Bag of Organic Bananas}: 0.818
{Organic Black Beans, Organic Large Extra Fancy Fuji Apple, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Black Beans, Organic Large Extra Fancy Fuji Apple} => {Organic Strawberries}: 0.818
{Bag of Organic Bananas, Organic Black Beans, Organic Yellow Onion} => {Organic Baby Spinach}: 0.818
{Organic Broccoli, Uncured Genoa Salami} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Broccoli, Organic Strawberries} => {Organic Hass Avocado}: 0.818
{Bag of Organic Bananas, Organic Broccoli, Seedless Red Grapes} => {Organic Strawberries}: 0.818
{Organic Broccoli, Organic Strawberries, Seedless Red Grapes} => {Bag of Organic Bananas}: 0.818
{Fresh Cauliflower, Organic Raspberries} => {Organic Strawberries}: 0.818
{Bag of Organic Bananas, Organic Lacinato (Dinosaur) Kale, Organic Raspberries} => {Organic Baby Spinach}: 0.818
{Organic Lacinato (Dinosaur) Kale, Organic Raspberries, Organic Zucchini} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Lemon, Organic Yellow Onion} => {Organic Strawberries}: 0.818
{Organic Blackberries, Organic Kiwi} => {Organic Strawberries}: 0.818
{Bag of Organic Bananas, Organic Blueberries, Organic Yellow Onion} => {Organic Strawberries}: 0.818
{Organic Cucumber, Organic Kiwi, Organic Lemon} => {Bag of Organic Bananas}: 0.818
{Organic Kiwi, Organic Lemon, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Broccoli Crown, Yellow Onions} => {Large Lemon}: 0.818
{Organic Baby Arugula, Organic Baby Spinach, Organic D'Anjou Pears} => {Bag of Organic Bananas}: 0.818
{Organic Blackberries, Organic D'Anjou Pears} => {Organic Strawberries}: 0.818
{Bag of Organic Bananas, Organic D'Anjou Pears, Organic Lemon, Organic Navel Orange} => {Organic Raspberries}: 0.818
{Organic D'Anjou Pears, Organic Lemon, Organic Navel Orange, Organic Raspberries} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic D'Anjou Pears, Organic Navel Orange, Organic Strawberries} => {Organic Hass Avocado}: 0.818
{Jalapeno Peppers, Organic Baby Spinach} => {Limes}: 0.818
{Jalapeno Peppers, Organic Raspberries} => {Organic Strawberries}: 0.818
{Banana, Jalapeno Peppers, Organic Italian Parsley Bunch} => {Limes}: 0.818
{Jalapeno Peppers, Organic Baby Spinach, Organic Red Onion} => {Bag of Organic Bananas}: 0.818
{Jalapeno Peppers, Organic Baby Spinach, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.818
{Limes, Organic Baby Spinach, Organic Red Onion} => {Large Lemon}: 0.818
{Organic Baby Spinach, Organic Red Onion, Roma Tomato} => {Limes}: 0.818
{Organic Large Extra Fancy Fuji Apple, Organic Navel Orange} => {Bag of Organic Bananas}: 0.818
{Fresh Cauliflower, Organic Navel Orange} => {Bag of Organic Bananas}: 0.818
{Fresh Cauliflower, Organic Navel Orange, Organic Strawberries} => {Organic Hass Avocado}: 0.818
{Organic Navel Orange, Seedless Red Grapes} => {Limes}: 0.818
{Organic Garlic, Organic Navel Orange} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Garlic, Organic Navel Orange, Organic Red Bell Pepper} => {Organic Hass Avocado}: 0.818
{Organic Garlic, Organic Navel Orange, Organic Zucchini} => {Organic Raspberries}: 0.818
{Bag of Organic Bananas, Organic Garlic, Organic Lemon, Organic Navel Orange} => {Organic Raspberries}: 0.818
{Bag of Organic Bananas, Organic Garlic, Organic Lemon, Organic Raspberries} => {Organic Strawberries}: 0.818
{Bag of Organic Bananas, Organic Blueberries, Organic Garlic, Organic Raspberries} => {Organic Strawberries}: 0.818
{Bag of Organic Bananas, Organic Blueberries, Organic Navel Orange, Organic Strawberries} => {Organic Raspberries}: 0.818
{Organic Garlic, Organic Navel Orange, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Garlic, Organic Navel Orange, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Lemon, Organic Navel Orange, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Organic Lemon, Organic Strawberries, Organic Whole String Cheese} => {Bag of Organic Bananas}: 0.818
{Organic Baby Spinach, Organic Grape Tomatoes, Organic Whole String Cheese} => {Bag of Organic Bananas}: 0.818
{Organic Baby Carrots, Organic Red Onion} => {Bag of Organic Bananas}: 0.818
{Michigan Organic Kale, Organic Baby Spinach, Organic Yellow Onion} => {Organic Garlic}: 0.818
{Banana, Organic Ginger Root, Organic Small Bunch Celery} => {Organic Baby Spinach}: 0.818
{Apple Honeycrisp Organic, Organic Strawberries, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.818
{Hass Avocados, Organic Red Bell Pepper} => {Bag of Organic Bananas}: 0.818
{Organic Garlic, Organic Red Bell Pepper, Seedless Red Grapes} => {Bag of Organic Bananas}: 0.818
{Fresh Cauliflower, Organic Garlic, Organic Red Bell Pepper} => {Organic Baby Spinach}: 0.818
{Organic Garlic, Organic Lemon, Organic Red Bell Pepper} => {Bag of Organic Bananas}: 0.818
{Organic Baby Spinach, Organic Lemon, Organic Red Bell Pepper} => {Bag of Organic Bananas}: 0.818
{Organic Blueberries, Organic Cucumber, Organic Red Bell Pepper, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Baby Spinach, Organic Red Bell Pepper, Organic Yellow Onion} => {Organic Cilantro}: 0.818
{Organic Cilantro, Organic Garlic, Organic Red Bell Pepper, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Cucumber, Organic Red Bell Pepper, Organic Zucchini} => {Organic Strawberries}: 0.818
{Organic Cucumber, Organic Red Bell Pepper, Organic Strawberries, Organic Zucchini} => {Bag of Organic Bananas}: 0.818
{Fresh Cauliflower, Organic Garlic, Organic Strawberries} => {Organic Yellow Onion}: 0.818
{Michigan Organic Kale, Organic Avocado, Organic Baby Spinach} => {Banana}: 0.818
{Organic Baby Spinach, Organic Grape Tomatoes, Organic Peeled Whole Baby Carrots} => {Bag of Organic Bananas}: 0.818
{Organic Grape Tomatoes, Organic Peeled Whole Baby Carrots, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Green Bell Pepper, Organic Baby Spinach, Yellow Onions} => {Large Lemon}: 0.818
{Banana, Green Bell Pepper, Organic Garlic} => {Organic Avocado}: 0.818
{Organic Avocado, Organic Cilantro, Organic Red Onion} => {Limes}: 0.818
{Organic Baby Spinach, Organic Cilantro, Organic Red Onion} => {Limes}: 0.818
{Organic Cucumber, Organic Raspberries, Organic Red Onion} => {Organic Baby Spinach}: 0.818
{Organic Avocado, Organic Cucumber, Organic Red Onion} => {Limes}: 0.818
{Organic Hass Avocado, Organic Small Bunch Celery} => {Bag of Organic Bananas}: 0.818
{Organic Strawberries, Organic Whole Milk, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Michigan Organic Kale, Organic Baby Spinach} => {Organic Strawberries}: 0.818
{Organic Hass Avocado, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Fresh Cauliflower, Organic Baby Spinach, Organic Lemon} => {Organic Hass Avocado}: 0.818
{Organic Baby Carrots, Organic Large Extra Fancy Fuji Apple, Organic Raspberries} => {Bag of Organic Bananas}: 0.818
{Asparagus, Organic Red Onion, Red Peppers} => {Organic Baby Spinach}: 0.818
{Broccoli Crown, Honeycrisp Apple, Limes} => {Banana}: 0.818
{Organic Fuji Apple, Yellow Onions} => {Banana}: 0.818
{Organic Blueberries, Organic Lemon, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Bag of Organic Bananas, Organic Baby Spinach, Organic Blueberries, Organic Raspberries} => {Organic Strawberries}: 0.818
{Organic Blueberries, Organic Garlic, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.818
{Blueberry on the Bottom Nonfat Greek Yogurt, Low-Fat Strawberry Banana on the Bottom Greek Yogurt} => {Peach on the Bottom Nonfat Greek Yogurt}: 0.812
{Low-Fat Strawberry Banana on the Bottom Greek Yogurt, Peach on the Bottom Nonfat Greek Yogurt} => {Blueberry on the Bottom Nonfat Greek Yogurt}: 0.812
{Organic Hass Avocado, Organic Strawberries} => {Bag of Organic Bananas}: 0.812
{Blackberry Cucumber Sparkling Water, Kiwi Sandia Sparkling Water, Sparkling Lemon Water} => {Lime Sparkling Water}: 0.812
{Blackberry Cucumber Sparkling Water, Lime Sparkling Water, Sparkling Lemon Water} => {Kiwi Sandia Sparkling Water}: 0.812
{85% Lean Ground Beef, Asparagus} => {Banana}: 0.812
{Organic Frozen Peas, Organic Red Onion} => {Bag of Organic Bananas}: 0.812
{Organic Strawberries, Total 2% All Natural Greek Strained Yogurt with Honey} => {Bag of Organic Bananas}: 0.812
{Organic Bartlett Pear, Organic Tomato Cluster} => {Bag of Organic Bananas}: 0.812
{Frozen Organic Wild Blueberries, Organic Navel Orange} => {Bag of Organic Bananas}: 0.812
{Frozen Organic Wild Blueberries, Organic Baby Spinach, Organic Cucumber} => {Bag of Organic Bananas}: 0.812
{Green Beans, Jalapeno Peppers} => {Large Lemon}: 0.812
{Grape White/Green Seedless, Yellow Bell Pepper} => {Banana}: 0.812
{Bartlett Pears, Organic Baby Spinach} => {Banana}: 0.812
{Bartlett Pears, Organic Blackberries} => {Banana}: 0.812
{Organic Baby Arugula, Organic Broccoli} => {Bag of Organic Bananas}: 0.812
{Bag of Organic Bananas, Organic Navel Orange, Organic Yellow Onion} => {Organic Hass Avocado}: 0.812
{Organic Navel Orange, Organic Raspberries, Organic Yellow Onion} => {Bag of Organic Bananas}: 0.812
{Carrots, Organic Red Onion} => {Bag of Organic Bananas}: 0.812
{Organic Cucumber, Organic Grape Tomatoes, Organic Raspberries, Organic Strawberries} => {Bag of Organic Bananas}: 0.812
{"Apples, Stage 2 Pear Pumpkin Baby Food} => {Baby Food Pears Squash}: 0.800
{"Pears, Stage 2 Pear Pumpkin Baby Food} => {Baby Food Pears Squash}: 0.800
{"Pears, Stage 2 Pear Pumpkin Baby Food} => {Baby Food Pears Squash}: 0.800
{Pineapple Yogurt 2%, Total 2% Lowfat Greek Strained Yogurt With Blueberry} => {Total 2% Lowfat Greek Strained Yogurt with Peach}: 0.800
{Fat Free Blueberry Yogurt, Fat Free Strawberry Yogurt} => {Total 0% Raspberry Yogurt}: 0.800
{Cherry Pomegranate Greek Yogurt, Fat Free Strawberry Yogurt, Total 0% Peach Yogurt} => {Fat Free Blueberry Yogurt}: 0.800
{Fat Free Strawberry Yogurt, Total 0% Peach Yogurt} => {Fat Free Blueberry Yogurt}: 0.800
{Fat Free Blueberry Yogurt, Total 0% Peach Yogurt} => {Fat Free Strawberry Yogurt}: 0.800
{Bag of Organic Bananas, Organic Orange Juice With Calcium & Vitamin D} => {Organic Strawberries}: 0.800
{Organic Cucumber, Organic Orange Juice With Calcium & Vitamin D} => {Organic Strawberries}: 0.800
{Strained Whole-Milk Yogurt Blueberry, Strawberry Rhubarb Yogurt} => {Mixed Berries Whole Milk Icelandic Style Skyr Yogurt}: 0.800
{Mixed Berries Whole Milk Icelandic Style Skyr Yogurt, Strained Whole-Milk Yogurt Blueberry} => {Strawberry Rhubarb Yogurt}: 0.800
{Strained Whole-Milk Yogurt Blueberry, Strawberry Rhubarb Yogurt} => {Mixed Berries Whole Milk Icelandic Style Skyr Yogurt}: 0.800
{Low-Fat Strawberry Banana on the Bottom Greek Yogurt, Peach on the Bottom Nonfat Greek Yogurt} => {Blueberry on the Bottom Nonfat Greek Yogurt}: 0.800
{Blueberry on the Bottom Nonfat Greek Yogurt, Raspberry on the Bottom Nonfat Greek Yogurt} => {Peach on the Bottom Nonfat Greek Yogurt}: 0.800
{Blackberry Cucumber Sparkling Water, Curate Cherry Lime Sparkling Water} => {Kiwi Sandia Sparkling Water}: 0.800
{Banana, Coconut Chia Bar} => {Chocolate Peanut Butter}: 0.800
{Blueberry on the Bottom Nonfat Greek Yogurt, Low-Fat Mango on the Bottom Greek Yogurt, Strawberry on the Bottom Nonfat Greek Yogurt} => {Raspberry on the Bottom Nonfat Greek Yogurt}: 0.800
{Blueberry on the Bottom Nonfat Greek Yogurt, Low-Fat Strawberry Banana on the Bottom Greek Yogurt, Raspberry on the Bottom Nonfat Greek Yogurt} => {Peach on the Bottom Nonfat Greek Yogurt}: 0.800
{Blueberry on the Bottom Nonfat Greek Yogurt, Low-Fat Mango on the Bottom Greek Yogurt} => {Peach on the Bottom Nonfat Greek Yogurt}: 0.800
{Low-Fat Mango on the Bottom Greek Yogurt, Peach on the Bottom Nonfat Greek Yogurt} => {Blueberry on the Bottom Nonfat Greek Yogurt}: 0.800
{Banana, Blueberry on the Bottom Nonfat Greek Yogurt} => {Peach on the Bottom Nonfat Greek Yogurt}: 0.800
{Peach-Pear Sparkling Water, Pineapple Strawberry Sparkling Water} => {Kiwi Sandia Sparkling Water}: 0.800
{Cran-Raspberry Flavored Sparkling Water, Peach-Pear Sparkling Water} => {Passionfruit Sparkling Water}: 0.800
{Blackberry Yogurt, Total 2% Lowfat Greek Strained Yogurt With Blueberry} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.800
{Cran-Raspberry Flavored Sparkling Water, Curate Cherry Lime Sparkling Water} => {Kiwi Sandia Sparkling Water}: 0.800
{Curate Cherry Lime Sparkling Water, Lemon Sparkling Water, Passionfruit Sparkling Water} => {Kiwi Sandia Sparkling Water}: 0.800
{Blackberry Cucumber Sparkling Water, Pineapple Strawberry Sparkling Water} => {Curate Cherry Lime Sparkling Water}: 0.800
{Curate Cherry Lime Sparkling Water, Pineapple Strawberry Sparkling Water} => {Blackberry Cucumber Sparkling Water}: 0.800
{Blackberry Cucumber Sparkling Water, Curate Cherry Lime Sparkling Water, Pineapple Strawberry Sparkling Water} => {Passionfruit Sparkling Water}: 0.800
{Passionfruit Sparkling Water, Pineapple Strawberry Sparkling Water} => {Curate Cherry Lime Sparkling Water}: 0.800
{Blackberry Cucumber Sparkling Water, Curate Cherry Lime Sparkling Water, Kiwi Sandia Sparkling Water} => {Passionfruit Sparkling Water}: 0.800
{Curate Cherry Lime Sparkling Water, Passionfruit Sparkling Water, Pineapple Strawberry Sparkling Water} => {Kiwi Sandia Sparkling Water}: 0.800
{Kiwi Sandia Sparkling Water, Pineapple Strawberry Sparkling Water} => {Curate Cherry Lime Sparkling Water}: 0.800
{Blueberry Muffin Bar, Coconut Cream Pie} => {Cherry Pie Fruit & Nut Bar}: 0.800
{Coconut Cream Pie, Lemon Fruit & Nut Food Bar} => {Apple Pie Fruit & Nut Food Bar}: 0.800
{Coconut Sparkling Water, Natural Lemon Flavored Sparkling Water} => {Lemon Sparkling Water}: 0.800
{Low-Fat Strawberry Banana on the Bottom Greek Yogurt, Peach on the Bottom Nonfat Greek Yogurt, Raspberry on the Bottom Nonfat Greek Yogurt} => {Blueberry on the Bottom Nonfat Greek Yogurt}: 0.800
{Peach on the Bottom Nonfat Greek Yogurt, Raspberry on the Bottom Nonfat Greek Yogurt, Strawberry on the Bottom Nonfat Greek Yogurt} => {Blueberry on the Bottom Nonfat Greek Yogurt}: 0.800
{Banana, Peach on the Bottom Nonfat Greek Yogurt, Raspberry on the Bottom Nonfat Greek Yogurt} => {Blueberry on the Bottom Nonfat Greek Yogurt}: 0.800
{Total 2% All Natural Greek Strained Yogurt with Honey, Total 2% Greek Strained Yogurt with Cherry 5.3 oz} => {Total 2% with Strawberry Lowfat Greek Strained Yogurt}: 0.800
{Total 2% All Natural Greek Strained Yogurt with Honey, Total 2% Lowfat Greek Strained Yogurt with Peach, Total 2% with Strawberry Lowfat Greek Strained Yogurt} => {Total 2% Greek Strained Yogurt with Cherry 5.3 oz}: 0.800
{Cherry Pomegranate Greek Yogurt, Fat Free Strawberry Yogurt} => {Total 0% Raspberry Yogurt}: 0.800
{Banana, Fat Free Strawberry Yogurt} => {Total 0% Raspberry Yogurt}: 0.800
{Organic Blueberries, Organic Raspberries} => {Organic Strawberries}: 0.800
{Bag of Organic Bananas, Peanut Butter Bar} => {Organic Strawberries}: 0.800
{Cherry Pomegranate Greek Yogurt, Fat Free Blueberry Yogurt} => {Fat Free Strawberry Yogurt}: 0.800
{Organic Strawberries, Original Multigrain Spoonfuls Cereal} => {Bag of Organic Bananas}: 0.800
{Bag of Organic Bananas, Organic Raspberries} => {Organic Strawberries}: 0.800
{Frozen Peaches, Mango Chunks} => {Banana}: 0.800
{Banana, Frozen Peaches} => {Mango Chunks}: 0.800
{All Natural Apricot Sparkling Water, Sparkling Lemon Water} => {Sparkling Water Grapefruit}: 0.800
{Organic Baby Spinach, Organic Strawberries} => {Bag of Organic Bananas}: 0.800
{Blueberry Whole Milk Yogurt Pouch, Organic Cucumber} => {Organic Strawberries}: 0.800
{Banana, Limes} => {Large Lemon}: 0.800
{Bag of Organic Bananas, Organic Cucumber} => {Organic Strawberries}: 0.800
